"","Country.Name","Country.Code","Region","Income.Group","Special.Notes","Year","Life.Expectancy","Fertility.Rate","Population"
"1624","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007. Value added is measured in basic prices.",1966,51.28041463,6.99,239765
"1625","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","National accounts are revised from 1991 to 2015 using SNA 2008 based on official government data. The new reference year is 2012.",1966,64.42058537,5.63,1642189
"1627","Cuba","CUB","Latin America & Caribbean","Upper middle income","Based on official government statistics, the new reference year is 2005.",1966,67.6492439,4.54,8110428
"1628","Curacao","CUW","Latin America & Caribbean","High income","",1966,NA,NA,136682
"1629","Cayman Islands","CYM","Latin America & Caribbean","High income","",1966,NA,NA,8442
"1630","Cyprus","CYP","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1966,71.45253659,3.01,585311
"1631","Czech Republic","CZE","Europe & Central Asia","High income","",1966,70.38487805,2.02,9821040
"1632","Germany","DEU","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 German mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,70.27092683,2.53,76600311
"1633","Djibouti","DJI","Middle East & North Africa","Lower middle income","",1966,46.6335122,6.665,122868
"1634","Dominica","DMA","Latin America & Caribbean","Upper middle income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1966,NA,NA,66305
"1635","Denmark","DNK","Europe & Central Asia","High income","",1966,72.44414634,2.62,4797381
"1636","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","Based on data from the Central Bank of Dominican Republic, the new base year is 2007.",1966,56.04426829,6.903,4001377
"1637","Algeria","DZA","Middle East & North Africa","Upper middle income","",1966,48.79080488,7.676,12980269
"1643","Ecuador","ECU","Latin America & Caribbean","Upper middle income","National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.",1966,56.21934146,6.507,5405692
"1644","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2011/12.",1966,50.9204878,6.326,31660914
"1646","Eritrea","ERI","Sub-Saharan Africa","Low income","April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",1966,39.06107317,6.728,1629333
"1647","Spain","ESP","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,71.05512195,2.91,32283194
"1648","Estonia","EST","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1966,69.68068293,1.87,1308597
"1649","Ethiopia","ETH","Sub-Saharan Africa","Low income","Fiscal year end: July 7; reporting period for national accounts data: FY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2010/11.",1966,41.65597561,6.867,25641176
"1652","Finland","FIN","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,69.47707317,2.41,4580869
"1653","Fiji","FJI","East Asia & Pacific","Upper middle income","National accounts have been revised from 2011 to 2015 based on the Fiji Bureau of Statistics and World Bank estimates. The new base year is 2011.",1966,58.42619512,5.278,476329
"1654","France","FRA","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,70.96097561,2.8,50508717
"1655","Faroe Islands","FRO","Europe & Central Asia","High income","",1966,NA,NA,36804
"1656","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","Fiscal year ends on September 30; reporting period for national accounts data: FY. Based on the Pacific and Virgin Islands Training Initiative, national accounts data have been revised from 2009 onward. 2013 estimates are based on the IMF Small States Monitor, Issue 1.2014. In 2010, the government statistical office revised national accounts data for 1995-2008.",1966,59.98158537,6.9,54201
"1657","Gabon","GAB","Sub-Saharan Africa","Upper middle income","Based on IMF data and official government statistics; the new base year is 2001.",1966,43.17936585,4.834,542562
"1658","United Kingdom","GBR","Europe & Central Asia","High income","",1966,71.57317073,2.78,54648500
"1659","Georgia","GEO","Europe & Central Asia","Upper middle income","Value added data in constant prices before 2007 have been temporarily removed until revised series become available. Constant price expenditure estimates before 2011 have been deleted.",1966,65.8187561,2.737,3966700
"1660","Ghana","GHA","Sub-Saharan Africa","Lower middle income","In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",1966,48.14097561,6.937,7890992
"1661","Gibraltar","GIB","Europe & Central Asia","High income","",1966,NA,NA,23590
"1662","Guinea","GIN","Sub-Saharan Africa","Low income","",1966,35.88160976,6.168,3948206
"1663","Gambia, The","GMB","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.",1966,34.7322439,5.884,408182
"1664","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","In 2010, national accounts data for 2003-09 were revised. The new data had broader coverage of all sectors of the economy, and GDP in current prices averaged 89 percent higher than previous estimates.",1966,39.96002439,5.982,662597
"1665","Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","National accounts have been revised from 1980 onward based on IMF data and official government statistics; the new base year is 2006.",1966,38.53156098,5.619,275470
"1666","Greece","GRC","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,69.83746341,2.32,8613651
"1667","Grenada","GRD","Latin America & Caribbean","Upper middle income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1966,62.22292683,5.3,94878
"1668","Greenland","GRL","Europe & Central Asia","High income","",1966,NA,NA,40500
"1669","Guatemala","GTM","Latin America & Caribbean","Lower middle income","",1966,49.16109756,6.36,4858880
"1670","Guam","GUM","East Asia & Pacific","High income","",1966,64.11902439,5.187,76611
"1671","Guyana","GUY","Latin America & Caribbean","Upper middle income","In 2010, the Bureau of Statistics introduced a new series of GDP rebased to year 2006. Current price GDP averaged 63 percent higher than previous estimates.",1966,61.3475122,5.366,662332
"1673","Hong Kong SAR, China","HKG","East Asia & Pacific","High income","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.",1966,69.9614878,4.246,3629900
"1674","Honduras","HND","Latin America & Caribbean","Lower middle income","",1966,50.14765854,7.435,2420234
"1676","Croatia","HRV","Europe & Central Asia","High income","The new reference year for chain linked series is 2010. April 2013 database update: Based on official government statistics, the base year for constant price series changed to 2005.",1966,66.86278049,2.141,4313000
"1677","Haiti","HTI","Latin America & Caribbean","Low income","Fiscal year end: September 30; reporting period for national accounts data: FY. In 2010, the government revised national accounts data following changes in the methodology. Current price series since 1991 and constant price series since 1996 were revised.",1966,45.45860976,6.109,4357482
"1678","Hungary","HUN","Europe & Central Asia","High income","April 2012 database update: Based on data from the Organisation for Economic Co-operation and Development, national accounts data were revised for 1991 onward.",1966,69.82243902,1.89,10178653
"1683","Indonesia","IDN","East Asia & Pacific","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. Statistics Indonesia revised national accounts based on SNA2008. The new base year is 2010. Price valuation is in basic prices.",1966,52.24131707,5.599,103067352
"1685","Isle of Man","IMN","Europe & Central Asia","High income","The new base year is 2013.",1966,NA,NA,51776
"1686","India","IND","South Asia","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.",1966,45.0185122,5.795,508402908
"1687","Ireland","IRL","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,70.64141463,3.94,2888800
"1688","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","Fiscal year end: March 20; reporting period for national accounts data: FY. Based on data from the Central Bank of Iran, the new base year is 2004/05.",1966,48.3007561,6.77,25624650
"1689","Iraq","IRQ","Middle East & North Africa","Upper middle income","Based on official government statistics, the new base year is 2007.",1966,54.88641463,7.188,8651167
"1690","Iceland","ISL","Europe & Central Asia","High income","",1966,73.3004878,3.59,195570
"1691","Israel","ISR","Middle East & North Africa","High income","Based on official government statistics for chain linked series; the new reference year is 2010.",1966,72.28560976,3.802,2629000
"1692","Italy","ITA","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,70.92609756,2.57,52519000
"1693","Jamaica","JAM","Latin America & Caribbean","Upper middle income","April 2013 database update: Based on official government statistics, national accounts data were revised for 2002 onward; the base year changed to 2007.",1966,67.05734146,5.821,1783125
"1694","Jordan","JOR","Middle East & North Africa","Upper middle income","",1966,57.30326829,8.053,1210948
"1695","Japan","JPN","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY.",1966,70.98658537,1.58,99790000
"1696","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","The new reference year for chain linked series is 2005.",1966,60.852,3.918,11872939
"1697","Kenya","KEN","Sub-Saharan Africa","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.",1966,49.98168293,8.126,9822505
"1698","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","",1966,58.73829268,5.193,2655300
"1699","Cambodia","KHM","East Asia & Pacific","Lower middle income","",1966,42.28946341,6.813,6588993
"1700","Kiribati","KIR","East Asia & Pacific","Lower middle income","Based on IMF and World Bank data, GDP in current and constant prices have been revised from 2000 onward. Value added components are calculated using shares from the Asian Development Bank.",1966,52.30780488,6.329,47461
"1701","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1966,NA,NA,48355
"1702","Korea, Rep.","KOR","East Asia & Pacific","High income","The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.",1966,57.65770732,4.987,29435571
"1703","Kuwait","KWT","Middle East & North Africa","High income","Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2010.",1966,64.27929268,7.408,533521
"1705","Lao PDR","LAO","East Asia & Pacific","Lower middle income","",1966,45.0117561,5.974,2437527
"1706","Lebanon","LBN","Middle East & North Africa","Upper middle income","The new reference year is 2010.",1966,64.98804878,5.403,2136640
"1707","Liberia","LBR","Sub-Saharan Africa","Low income","National accounts local currency data have been revised to be reported in U.S. dollars instead of Liberian dollars.",1966,37.09619512,6.552,1283304
"1708","Libya","LBY","Middle East & North Africa","Upper middle income","Official statistics for Libya are not available; national accounts data are based on World Bank estimates. The new base year is 2003.",1966,51.62953659,7.781,1787080
"1709","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1966,60.87253659,6.607,97877
"1713","Liechtenstein","LIE","Europe & Central Asia","High income","National accounts from 2013 to 2014 are revised according to the SNA 2008.",1966,NA,NA,19156
"1714","Sri Lanka","LKA","South Asia","Lower middle income","Bureau of Census and Statistics revised national accounts from 2010-2015. Value added is in basic prices; prior to 2010 in producer prices. The new base year is 2010.",1966,62.345,4.849,11439000
"1717","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.",1966,48.2827561,5.801,951736
"1719","Lithuania","LTU","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",1966,71.5202439,2.22,3008050
"1720","Luxembourg","LUX","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,69.67446341,2.34,333895
"1721","Latvia","LVA","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",1966,70.70731707,1.76,2283217
"1722","Macao SAR, China","MAC","East Asia & Pacific","High income","On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.",1966,67.39426829,3.261,216873
"1723","St. Martin (French part)","MAF","Latin America & Caribbean","High income","",1966,NA,NA,4936
"1724","Morocco","MAR","Middle East & North Africa","Lower middle income","Based on data from the Moroccan Haut Commissariat au Plan, the new base year is 2007.",1966,50.97804878,7.024,14617077
"1725","Monaco","MCO","Europe & Central Asia","High income","",1966,NA,NA,23304
"1726","Moldova","MDA","Europe & Central Asia","Lower middle income","Due to data reliability issues estimates prior to 1995 have been deleted. The new base year is 2000.",1966,63.95841463,2.801,2873000
"1727","Madagascar","MDG","Sub-Saharan Africa","Low income","",1966,42.84282927,7.304,5918060
"1728","Maldives","MDV","South Asia","Upper middle income","April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.",1966,41.19809756,7.218,105145
"1730","Mexico","MEX","Latin America & Caribbean","Upper middle income","The new base year is 2008.",1966,59.79321951,6.768,46010959
"1731","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","Fiscal year ends on September 30; reporting period for national accounts data: FY.",1966,NA,NA,17840
"1733","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","Based on revisions by the Macedonia State Statistics Office, the new base year is 2005.",1966,64.20473171,3.502,1617797
"1734","Mali","MLI","Sub-Saharan Africa","Low income","The new base year is 1999.",1966,29.97097561,7.07,5635859
"1735","Malta","MLT","Middle East & North Africa","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN. The new reference year is 2010.",1966,69.36636585,2.33,315200
"1736","Myanmar","MMR","East Asia & Pacific","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government‰Ûªs Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010.",1966,47.97668293,6.129,24606863
"1738","Montenegro","MNE","Europe & Central Asia","Upper middle income","Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",1966,67.44717073,3.046,526419
"1739","Mongolia","MNG","East Asia & Pacific","Lower middle income","Based on data revised by the National Statistics Office of Mongolia, the new base year is 2010.",1966,53.07529268,7.599,1139960
"1740","Northern Mariana Islands","MNP","East Asia & Pacific","High income","",1966,NA,NA,11489
"1741","Mozambique","MOZ","Sub-Saharan Africa","Low income","Based on official government statistics; the new base year is 2009.",1966,37.54768293,6.602,8482373
"1742","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.",1966,47.16468293,6.798,1021880
"1743","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","Authorities made significant revisions to the national accounts from 2006 to 2015.",1966,62.63870732,5.187,768813
"1744","Malawi","MWI","Sub-Saharan Africa","Low income","Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010.",1966,39.08604878,7.137,4158132
"1745","Malaysia","MYS","East Asia & Pacific","Upper middle income","Based on data from the Malaysian Department of Statistics and Bank Negara Malaysia, the new base year is 2010.",1966,62.67636585,5.492,9844116
"1747","Namibia","NAM","Sub-Saharan Africa","Upper middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",1966,50.36478049,6.263,700316
"1748","New Caledonia","NCL","East Asia & Pacific","High income","",1966,61.23414634,5.385,93500
"1749","Niger","NER","Sub-Saharan Africa","Low income","Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",1966,35.89965854,7.353,4032210
"1750","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",1966,39.65112195,6.342,51336375
"1751","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",1966,50.94129268,6.981,2125233
"1752","Netherlands","NLD","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,73.51292683,2.9,12456251
"1753","Norway","NOR","Europe & Central Asia","High income","",1966,73.99536585,2.9,3753012
"1754","Nepal","NPL","South Asia","Low income","Fiscal year end: July 14; reporting period for national accounts data: FY.",1966,38.09236585,5.963,11100672
"1755","Nauru","NRU","East Asia & Pacific","High income","",1966,NA,NA,5936
"1756","New Zealand","NZL","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY.",1966,71.12439024,3.41,2675900
"1758","Oman","OMN","Middle East & North Africa","High income","National Center for Statistics and Information revised national accounts from 2011 to 2015 based on the SNA 2008. Value added is in basic prices; and before 2011 in producer prices.",1966,47.38434146,7.277,642005
"1760","Pakistan","PAK","South Asia","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.",1966,50.29668293,6.6,52194629
"1761","Panama","PAN","Latin America & Caribbean","Upper middle income","Based on government statistics national accounts have been revised from 2014.",1966,63.73236585,5.559,1353805
"1762","Peru","PER","Latin America & Caribbean","Upper middle income","The new base year is 2007.",1966,50.73678049,6.816,11941327
"1763","Philippines","PHL","East Asia & Pacific","Lower middle income","Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",1966,59.6362439,6.689,31867565
"1764","Palau","PLW","East Asia & Pacific","Upper middle income","Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.",1966,NA,NA,10945
"1765","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","",1966,42.87956098,6.244,2208422
"1766","Poland","POL","Europe & Central Asia","High income","",1966,69.82682927,2.34,31681000
"1768","Puerto Rico","PRI","Latin America & Caribbean","High income","Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de EstadÌ_sticas de Puerto Rico, national accounts data were revised for 2001 onward.",1966,70.18619512,3.703,2624995
"1769","Korea, Dem. People‰Ûªs Rep.","PRK","East Asia & Pacific","Low income","",1966,55.04121951,NA,12864683
"1770","Portugal","PRT","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1966,65.40626829,3.16,8930990
"1771","Paraguay","PRY","Latin America & Caribbean","Upper middle income","National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",1966,64.83573171,6.276,2229373
"1772","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","The new base year is 2004.",1966,NA,NA,NA
"1775","French Polynesia","PYF","East Asia & Pacific","High income","",1966,58.74612195,5.267,96730
"1776","Qatar","QAT","Middle East & North Africa","High income","Based on data from the Qatar Ministry of Development Planning and Statistics and the Qatar Central Bank, the new base year is 2013.",1966,65.75373171,6.987,79735
"1777","Romania","ROU","Europe & Central Asia","Upper middle income","Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",1966,67.65946341,1.9,19215450
"1778","Russian Federation","RUS","Europe & Central Asia","Upper middle income","The new base year is 2011.",1966,67.8125122,2.1,127468000
"1779","Rwanda","RWA","Sub-Saharan Africa","Low income","Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011. Rwanda reports using SNA 2008.",1966,43.79726829,8.198,3319077
"1781","Saudi Arabia","SAU","Middle East & North Africa","High income","Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning, the new base year is 2010.",1966,49.137,7.262,5015672
"1782","Sudan","SDN","Sub-Saharan Africa","Lower middle income","Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",1966,50.65336585,6.831,9013112
"1783","Senegal","SEN","Sub-Saharan Africa","Low income","",1966,38.37585366,7.192,3754268
"1784","Singapore","SGP","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.",1966,67.25595122,4.498,1934400
"1785","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","National accounts data have been revised from 2007 to 2013 based on IMF reports.",1966,52.38170732,6.47,141027
"1786","Sierra Leone","SLE","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 1990 onward; the base year changed to 2006.",1966,31.94821951,5.964,2365801
"1787","El Salvador","SLV","Latin America & Caribbean","Lower middle income","",1966,53.33660976,6.488,3290397
"1788","San Marino","SMR","Europe & Central Asia","High income","",1966,NA,NA,17839
"1789","Somalia","SOM","Sub-Saharan Africa","Low income","",1966,39.37207317,7.257,3144244
"1790","Serbia","SRB","Europe & Central Asia","Upper middle income","Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",1966,NA,NA,NA
"1792","South Sudan","SSD","Sub-Saharan Africa","Low income","South Sudan declared its independence on July 9, 2011. Data are shown separately for South Sudan where available.",1966,34.22802439,6.819,3334254
"1795","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","The new base year is 2008. Value added is in basic prices.",1966,53.6994878,6.371,66057
"1796","Suriname","SUR","Latin America & Caribbean","Upper middle income","",1966,61.87926829,6.182,341137
"1797","Slovak Republic","SVK","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1966,70.5242439,2.66,4411666
"1798","Slovenia","SVN","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1966,69.01219512,2.287,1669905
"1799","Sweden","SWE","Europe & Central Asia","High income","Fiscal year end: June 30; reporting period for national accounts data: CY.",1966,74.07853659,2.37,7807797
"1800","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.",1966,46.05329268,6.822,401295
"1801","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income","",1966,NA,NA,NA
"1802","Seychelles","SYC","Sub-Saharan Africa","High income","April 2013 database update: Based on official government statistics, national accounts data were revised for 1976 onward; the base year changed to 2006.",1966,NA,NA,48699
"1803","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",1966,56.29870732,7.569,5579283
"1804","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income","",1966,NA,NA,5629
"1805","Chad","TCD","Sub-Saharan Africa","Low income","Based on IMF data, national accounts data have been revised for 2005 onward; the new base year is 2005.",1966,39.65139024,6.362,3373563
"1808","Togo","TGO","Sub-Saharan Africa","Low income","April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",1966,44.06863415,6.851,1774029
"1809","Thailand","THA","East Asia & Pacific","Upper middle income","Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",1966,57.56636585,6.084,32789097
"1810","Tajikistan","TJK","Europe & Central Asia","Lower middle income","",1966,58.60853659,6.602,2575335
"1811","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",1966,56.93726829,6.545,1949425
"1813","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Based on official government statistics, national account data have been revised, and value added is measured at basic prices; the new base year is 2010.",1966,36.90478049,6.268,557252
